ELEMENT ID,START,end,SEVERITY
0,04:09:58,14:35:24,1
2,23:30:57,23:41:09,3
4,16:43:51,21:43:16,10
4,03:52:08,04:25:49,10
4,09:39:14,22:06:57,10
5,05:43:30,12:59:56,8
5,18:34:32,22:34:43,9
6,11:34:44,15:11:21,9
6,19:49:28,22:16:54,9
7,07:58:32,16:36:32,9
8,06:47:06,23:17:35,7
8,04:03:09,12:34:10,4
8,11:10:59,22:54:38,9
8,09:53:38,11:14:40,9
8,16:42:11,19:04:19,3
8,07:49:17,21:56:32,4
8,13:47:45,19:05:24,5
8,13:12:32,14:17:17,9
8,21:32:22,22:40:47,5
8,16:16:18,23:00:18,6
8,20:41:00,22:30:31,7
8,05:36:39,13:35:38,2
10,13:36:39,23:37:44,3
10,21:38:58,23:01:57,7
11,23:12:34,23:40:26,4
14,01:14:05,07:09:48,3
14,05:30:55,20:33:51,5
15,14:20:59,20:27:04,2
16,22:02:43,22:51:44,6
16,08:05:51,12:43:46,10
16,11:28:59,22:49:17,10
19,07:00:17,16:20:08,9
20,12:25:54,16:26:28,2
22,17:55:40,23:53:05,10
22,20:26:51,23:46:16,10
24,10:44:57,15:26:07,3
25,11:41:12,13:52:21,1
25,11:19:35,22:26:24,9
28,04:30:00,21:25:13,5
32,22:48:31,23:06:32,1
32,08:59:28,19:49:19,2
32,16:45:40,21:40:01,9
33,08:19:55,17:45:45,2
33,01:09:43,20:59:02,8
36,09:46:24,09:52:34,8
38,07:23:48,17:48:24,6
38,05:03:06,09:01:59,8
39,03:13:33,21:23:33,8
42,01:14:50,10:14:02,4
44,00:37:11,08:56:19,6
47,23:21:01,23:46:57,3
47,08:31:45,11:20:36,10
47,08:18:36,23:58:43,10
47,20:13:07,22:25:45,10
48,09:37:43,14:56:45,1
50,19:52:47,21:02:06,6
50,06:08:39,17:23:25,9
50,10:07:49,15:44:37,10
51,08:15:49,18:49:33,6
52,05:41:36,15:57:49,7
54,15:18:55,23:12:14,10
56,01:58:59,13:48:30,2
58,02:37:07,13:49:26,4
58,01:00:38,15:26:35,7
59,18:48:06,19:33:18,6
61,20:35:46,21:16:25,2
61,01:52:42,07:11:59,2
61,08:11:11,14:47:48,10
61,06:12:22,19:24:10,2
61,12:55:06,13:57:43,1
61,21:32:26,23:38:52,7
61,07:47:10,20:18:37,3
61,12:36:43,21:23:09,2
62,15:27:17,15:37:28,5
67,19:56:01,21:44:27,10
70,00:38:35,17:32:15,10
70,03:43:20,23:22:33,9
70,16:00:26,18:08:14,10
70,19:59:53,20:18:46,2
70,11:09:02,19:16:04,2
70,17:12:37,22:17:18,7
70,22:30:17,23:46:45,9
70,15:46:26,22:00:40,4
70,17:48:02,20:47:56,5
70,08:01:14,14:21:39,6
70,05:05:12,18:56:40,4
70,04:02:05,11:47:11,6
70,14:56:03,18:42:03,4
70,12:38:14,18:12:16,4
70,03:17:33,06:51:38,8
70,06:32:04,07:09:22,8
70,05:15:58,12:05:51,7
70,18:12:56,21:17:15,10
70,18:20:54,21:46:09,9
70,12:20:07,14:22:00,8
70,03:00:53,03:11:20,9
70,12:22:35,17:29:46,3
70,16:42:34,16:46:13,3
71,06:18:55,08:27:43,6
83,02:47:35,13:11:22,7
83,21:10:38,22:44:39,9
86,23:41:14,23:57:02,8
87,01:07:28,08:50:55,1
90,18:38:18,19:09:16,8
91,18:51:34,19:14:05,7
91,19:04:12,22:38:33,8
92,06:32:48,20:04:44,5
93,11:32:59,23:29:02,2
95,09:39:39,10:01:51,6
