ELEMENT ID,START,end,SEVERITY
1,01:45:56,15:59:44,2
4,14:52:43,21:31:49,10
7,14:41:10,18:50:07,9
7,07:59:32,16:07:43,10
10,03:40:54,15:39:49,10
10,18:10:54,19:54:37,10
13,07:58:39,21:03:49,10
15,09:00:30,11:46:44,3
15,05:16:25,20:36:11,9
16,05:49:51,21:39:51,9
19,01:52:31,13:34:22,7
19,00:26:01,01:18:44,8
20,06:32:24,18:09:28,3
21,07:01:01,11:09:26,9
26,12:08:11,16:10:09,4
26,15:44:08,19:41:33,7
26,07:49:30,09:33:56,8
27,05:22:41,19:12:10,10
27,17:21:14,19:57:17,10
31,15:59:37,17:19:20,10
32,16:14:28,21:08:53,6
35,22:22:06,23:28:29,1
35,03:57:32,11:38:49,9
37,13:23:44,19:15:04,1
37,09:33:40,10:08:27,3
37,09:54:40,14:54:21,1
37,00:17:34,23:50:34,8
37,23:35:40,23:39:06,7
37,13:31:42,16:07:27,7
37,04:20:12,10:17:41,9
37,23:49:38,23:52:59,7
37,22:25:45,22:57:16,5
37,08:23:05,21:12:39,9
37,08:07:56,13:37:55,7
37,08:23:26,09:58:22,6
37,04:24:48,17:27:47,1
37,17:46:59,19:12:04,6
37,13:27:47,17:17:21,3
38,12:45:55,22:22:41,9
39,21:04:21,22:19:27,2
39,06:31:54,12:10:40,1
39,15:58:25,16:19:27,5
39,03:54:33,18:11:44,6
39,02:08:58,11:09:05,6
39,01:05:16,09:10:18,6
39,21:58:29,22:35:11,7
40,10:36:33,16:51:11,8
41,20:04:03,23:17:30,3
47,15:36:17,19:55:48,9
48,00:14:11,15:32:43,1
48,09:59:26,12:54:01,4
50,22:33:41,23:17:03,8
53,08:54:34,21:16:51,6
53,16:22:48,19:47:16,8
56,22:35:57,23:42:14,3
56,10:39:57,18:14:23,4
56,05:32:43,18:31:22,5
56,04:05:59,06:46:15,7
56,02:42:23,23:00:34,6
56,22:44:29,22:52:29,5
56,00:55:04,11:59:57,5
56,18:24:32,18:35:51,4
60,19:37:22,21:49:13,1
60,12:43:17,20:30:48,6
60,00:28:41,17:05:36,9
60,23:15:05,23:43:40,3
60,14:19:26,18:49:31,5
60,20:07:29,22:38:02,5
63,07:38:44,13:15:28,4
67,06:22:45,06:28:06,9
67,16:49:14,21:22:50,10
68,03:31:55,22:19:45,7
69,12:54:37,13:44:40,7
74,17:51:16,22:48:58,10
74,22:06:33,22:41:44,3
74,03:27:17,05:03:39,2
74,23:29:19,23:46:10,3
74,02:25:37,16:56:37,5
77,12:45:11,22:04:44,9
77,01:30:47,22:22:14,10
84,23:51:49,23:57:35,9
85,02:17:32,20:25:54,1
86,15:19:58,19:57:18,6
86,04:07:07,09:40:59,6
87,04:41:31,08:05:23,5
88,10:06:48,18:29:15,3
88,17:02:46,22:05:07,5
89,06:05:32,23:02:55,1
90,06:25:22,14:15:45,9
90,11:57:14,23:42:05,10
91,23:32:41,23:56:12,9
91,17:56:40,22:40:07,4
91,06:22:31,23:51:40,3
91,07:09:31,12:11:05,9
91,14:01:41,15:33:25,1
92,11:06:59,21:23:47,2
93,18:15:59,18:24:22,2
93,11:45:34,12:06:32,10
93,09:44:20,23:51:55,10
94,09:00:39,22:25:24,10
96,23:52:58,23:54:14,8
99,17:46:23,20:16:22,5
99,06:33:47,16:41:01,3
99,17:55:35,18:19:55,5
99,10:48:07,23:40:07,9
99,13:33:24,20:53:21,7
99,07:40:56,16:33:05,10
99,18:36:59,20:12:56,4
99,06:32:07,07:11:03,4
99,22:30:57,22:45:03,8
99,00:08:58,21:13:34,4
99,21:04:37,23:03:23,10
99,16:48:29,17:52:43,10
99,03:31:00,23:27:32,8
99,23:24:40,23:32:02,1
99,06:49:07,20:09:11,10
99,23:22:08,23:46:13,8
99,23:11:34,23:35:40,1
