ELEMENT ID,START,end,SEVERITY
0,02:39:13,23:47:14,2
1,18:46:26,20:20:10,6
2,10:45:26,12:09:12,9
5,18:05:38,23:54:12,9
5,12:49:44,20:05:32,9
6,07:21:16,17:16:25,7
10,16:18:08,18:20:15,4
10,20:39:53,20:53:41,5
10,05:36:34,13:10:40,8
10,16:01:22,20:05:07,3
10,06:27:32,20:25:32,4
10,19:20:39,22:32:20,10
10,04:24:39,13:00:59,2
10,08:35:30,20:07:09,2
13,06:02:42,19:22:38,1
14,09:38:05,10:41:32,5
17,04:54:57,05:16:15,6
17,04:57:11,11:20:33,7
17,16:43:22,22:47:09,7
21,17:33:14,19:22:44,2
21,07:49:59,08:17:55,4
25,15:21:52,19:55:26,7
25,09:45:06,09:45:26,10
25,03:45:38,11:42:21,5
25,14:36:18,20:05:44,10
25,19:32:30,22:06:11,7
25,07:29:34,21:15:46,9
25,22:30:05,23:51:59,5
25,18:44:35,22:29:07,9
25,22:03:10,22:38:28,9
25,16:00:17,23:50:05,6
25,08:28:04,23:48:42,4
25,21:21:13,23:16:43,8
25,00:25:38,15:53:49,7
25,06:12:30,06:47:29,10
25,04:38:35,13:23:26,10
25,09:06:57,17:34:32,3
25,00:19:53,21:37:20,6
25,22:05:31,22:08:06,10
25,02:20:23,03:52:18,4
25,22:19:14,22:35:06,10
26,13:27:46,16:00:34,1
32,13:50:27,15:25:11,10
32,12:23:25,21:36:41,10
32,17:54:25,21:29:51,10
34,09:21:40,11:29:39,9
35,08:48:26,23:57:42,4
35,11:29:46,17:13:38,8
35,05:14:46,11:56:31,4
39,07:56:42,09:50:01,4
39,18:21:54,22:45:09,6
41,20:31:13,20:37:55,3
42,08:29:38,23:02:39,1
42,07:27:00,18:47:54,2
42,09:29:11,11:11:28,1
43,20:56:30,23:51:36,3
43,20:54:32,23:07:32,8
48,06:51:50,17:22:38,10
50,19:42:14,20:32:48,1
52,09:44:39,11:26:32,9
52,16:00:00,21:49:55,10
56,14:14:01,16:38:29,3
56,11:52:02,15:40:46,10
56,02:47:55,12:18:22,10
56,09:05:54,12:13:58,10
58,23:11:04,23:57:32,1
60,20:14:40,21:01:19,1
64,01:52:21,23:28:10,2
64,14:42:34,22:39:47,7
65,21:41:23,22:56:00,8
67,11:37:27,17:24:53,2
68,12:21:11,19:45:24,3
68,13:39:18,15:19:12,7
68,04:35:58,23:17:37,3
68,01:45:12,15:12:44,7
68,22:36:50,23:35:39,9
68,10:48:48,11:22:16,9
68,00:19:32,03:40:00,5
68,11:46:22,15:11:16,1
68,09:38:09,10:59:38,8
68,12:16:24,15:40:42,1
68,20:41:52,23:39:11,10
68,20:52:21,21:05:13,9
71,05:51:35,12:02:00,5
75,06:24:50,15:00:34,7
76,13:40:26,21:58:01,8
76,11:41:21,14:39:37,10
77,07:18:07,14:20:40,7
82,23:57:44,23:59:19,8
87,13:32:51,17:49:46,5
87,12:04:18,23:34:49,5
88,16:36:12,20:41:52,7
90,15:31:02,17:30:48,3
90,01:35:54,06:32:27,9
93,23:17:17,23:52:18,8
95,13:03:43,19:04:01,10
95,21:23:08,22:12:07,7
95,15:42:37,21:59:37,9
95,06:05:39,15:55:16,8
95,05:59:19,21:05:35,8
95,05:29:33,06:37:33,9
95,14:50:36,15:27:05,5
95,22:09:51,23:24:46,6
97,08:39:45,23:38:10,6
98,16:44:31,18:48:09,6
98,18:04:14,18:42:55,7
98,06:36:37,18:48:39,10
99,21:45:24,23:26:59,2
99,15:25:10,17:35:51,1
99,04:56:37,14:02:25,10
99,01:26:33,03:23:17,7
99,14:40:31,23:29:01,8
99,10:35:32,16:04:50,5
99,02:22:51,08:04:30,9
99,08:20:38,19:49:44,3
99,19:29:28,23:54:31,6
