ELEMENT ID,START,end,SEVERITY
0,05:10:33,13:24:07,2
0,14:25:06,17:36:32,2
3,05:34:21,05:38:30,4
5,10:51:19,23:33:22,6
6,16:34:46,16:53:09,6
7,08:32:15,20:26:24,1
7,08:11:50,21:59:23,2
9,00:30:10,05:16:43,7
10,11:25:29,21:25:15,4
12,13:50:56,17:05:23,3
17,02:50:45,09:09:24,2
21,11:39:57,15:43:37,10
21,05:17:45,19:03:04,4
21,17:03:47,19:09:22,7
21,00:08:36,21:57:06,10
29,21:54:33,23:51:49,2
30,08:01:43,23:50:35,6
31,00:56:30,18:47:37,4
33,12:59:41,21:14:48,6
35,18:51:16,23:55:33,1
35,12:06:59,19:38:11,3
36,16:36:17,23:17:07,5
36,12:15:18,18:09:03,6
38,19:47:55,23:42:03,6
43,04:36:29,10:35:42,9
44,13:15:16,19:09:38,4
44,09:05:49,23:14:32,9
45,10:45:59,10:55:38,7
46,17:37:58,21:35:25,10
46,03:43:03,15:08:38,10
51,22:26:11,23:51:57,1
54,12:46:04,13:25:18,4
55,06:48:47,10:18:00,8
57,16:59:16,17:58:53,8
58,16:57:06,21:59:12,6
60,03:02:24,18:45:06,9
61,10:32:18,15:13:01,3
64,20:44:14,23:33:51,5
64,22:39:13,23:05:24,8
65,09:51:07,15:04:56,9
70,13:52:49,15:04:46,3
70,10:53:46,14:45:08,9
73,20:53:19,23:42:54,6
73,13:08:03,18:59:18,9
75,23:43:57,23:49:15,3
75,11:31:20,22:52:12,4
75,02:35:53,13:58:35,4
76,22:52:13,23:30:32,9
80,07:10:54,08:23:37,7
81,03:21:20,14:56:29,8
82,12:33:43,16:50:22,8
88,14:05:35,15:50:08,3
91,12:31:41,18:43:55,5
92,15:54:07,20:57:50,7
92,20:55:39,23:36:00,8
96,17:05:46,23:26:12,7
98,07:26:23,18:53:54,7
98,08:48:07,16:35:25,7
98,10:20:36,12:03:43,10
98,23:32:29,23:51:50,3
98,06:27:59,20:04:24,6
98,06:42:55,12:42:39,10
98,12:06:14,16:19:14,3
98,13:08:10,13:30:53,8
98,17:52:46,23:02:10,3
98,01:23:41,05:22:45,10
99,17:05:42,19:57:31,10
