ELEMENT ID,START,end,SEVERITY
3,07:23:22,07:31:12,1
3,01:50:20,03:19:49,9
3,19:33:39,23:39:46,10
3,03:42:57,17:00:56,10
4,12:21:14,16:23:41,3
4,13:47:54,21:52:40,4
4,02:46:39,23:01:38,2
4,22:59:48,23:51:12,6
4,15:15:09,20:41:44,8
4,13:25:31,22:56:14,1
4,13:17:21,13:58:18,7
4,00:49:26,16:38:13,1
4,04:48:41,07:42:25,1
4,20:40:17,23:26:59,9
4,04:00:02,10:51:49,8
4,11:36:12,23:36:59,4
4,08:44:35,11:23:47,3
5,13:00:18,15:47:31,2
6,04:21:36,07:26:06,4
6,18:32:31,23:01:28,7
12,07:40:12,16:31:43,5
12,20:56:21,22:08:42,5
14,21:50:28,23:38:31,2
16,03:19:31,10:23:18,4
18,18:07:13,23:05:40,1
18,15:03:37,18:25:27,6
18,19:05:48,21:53:40,1
18,23:10:59,23:13:35,5
18,00:21:17,22:22:10,9
18,01:05:19,17:17:10,10
22,17:31:35,19:31:53,1
23,12:40:27,13:53:07,2
23,22:47:57,23:41:53,3
24,21:33:49,21:59:46,9
24,22:58:16,23:00:35,9
24,21:42:31,21:45:18,10
26,12:22:40,19:00:51,1
26,13:31:41,20:10:33,4
32,16:01:08,18:03:37,7
32,21:38:58,23:08:19,10
32,13:32:53,20:08:34,10
33,05:21:12,12:10:58,10
34,05:34:26,13:06:57,4
34,17:07:10,20:49:18,7
34,11:13:04,12:46:36,10
35,19:44:19,23:34:58,5
36,15:30:00,17:37:38,7
36,00:20:04,15:10:11,9
37,13:11:46,14:38:42,8
38,01:53:47,22:28:06,1
38,06:28:18,08:13:08,6
39,19:20:56,23:11:45,9
39,10:22:52,12:09:46,10
40,14:00:33,19:51:12,1
40,08:25:15,14:21:21,4
43,03:40:35,05:02:01,9
46,00:36:01,08:08:44,2
46,07:57:04,11:13:23,3
46,20:08:14,22:55:07,9
50,20:34:53,23:53:31,9
53,15:22:40,22:56:35,4
56,00:02:51,01:04:56,9
56,15:31:23,23:39:39,10
59,01:06:36,21:44:20,5
60,04:24:33,14:16:07,5
60,16:40:48,20:42:35,5
63,14:28:27,16:58:36,10
63,18:04:53,23:37:30,10
63,17:13:14,17:37:25,10
63,06:29:22,19:11:01,10
64,02:55:34,21:21:03,10
68,18:17:20,23:49:13,3
69,22:34:04,23:21:24,2
69,10:37:53,13:55:28,8
73,10:34:39,19:43:21,1
73,01:22:45,09:57:42,6
73,05:03:26,18:37:16,10
75,21:05:45,21:27:37,4
76,08:34:18,21:52:05,5
77,12:11:38,12:40:42,7
78,16:03:10,22:39:07,6
78,19:26:39,21:07:53,10
79,07:52:27,18:39:59,3
79,15:26:44,21:11:37,7
80,15:49:49,16:04:42,7
80,06:44:58,09:07:17,7
81,01:37:40,07:56:11,7
81,01:38:57,18:20:42,9
83,21:31:39,21:35:35,8
83,11:57:05,16:58:35,8
83,19:51:13,23:17:40,9
84,00:09:37,19:01:48,4
86,02:30:01,22:45:42,6
87,09:39:04,20:54:37,4
87,05:31:48,21:33:19,10
93,17:01:52,17:40:59,2
94,22:04:04,23:10:14,5
94,07:08:10,18:55:42,8
95,14:34:31,23:43:09,10
96,17:47:55,22:53:16,1
98,08:47:02,11:57:43,4
98,03:58:43,12:27:50,5
