ELEMENT ID,START,end,SEVERITY
0,12:53:38,21:30:58,4
0,02:34:01,23:07:06,10
0,14:40:26,22:56:17,10
2,01:47:17,11:38:23,10
2,01:39:51,02:00:50,2
2,01:01:22,03:18:21,4
2,12:47:13,17:44:10,6
2,04:42:29,05:20:13,9
2,22:39:20,22:49:16,5
2,00:00:06,09:40:14,4
2,12:55:47,20:45:51,9
2,07:31:22,15:02:04,3
2,19:43:54,20:13:21,7
2,17:14:51,22:01:03,4
2,16:03:42,17:57:22,1
2,14:43:31,18:13:13,3
2,22:09:15,22:58:31,8
2,16:43:28,23:59:42,8
2,21:26:45,23:58:12,8
2,19:19:51,23:14:01,9
2,15:13:58,19:17:12,5
4,13:09:34,23:55:51,3
5,13:49:13,15:07:26,1
8,10:04:28,21:15:10,2
8,01:34:04,19:11:27,4
8,05:10:09,11:37:12,5
8,18:25:35,18:55:49,9
10,03:23:11,19:53:51,6
11,15:34:46,19:05:49,6
11,17:38:26,22:30:22,10
11,03:40:16,13:18:48,10
12,01:02:03,19:39:11,4
13,07:58:52,22:02:36,1
13,01:31:11,19:32:04,6
18,01:56:31,03:53:53,5
18,22:15:05,23:38:09,6
19,04:53:07,20:18:06,6
21,02:41:07,17:55:28,4
22,04:37:31,19:50:33,10
22,03:46:25,10:47:13,10
22,09:34:42,21:32:04,2
22,14:35:55,20:56:48,4
22,17:20:27,19:03:59,9
22,19:13:49,19:56:23,2
22,17:12:14,18:29:34,9
22,07:57:58,11:21:45,1
22,13:35:42,17:52:36,2
22,22:45:55,22:50:25,7
22,05:00:53,11:00:22,2
22,19:59:36,21:00:19,3
22,06:33:50,17:45:15,8
23,07:43:40,14:56:57,9
23,00:45:45,23:22:55,10
24,11:41:45,19:18:40,6
24,05:27:30,12:04:46,9
25,21:38:32,23:58:30,8
25,18:24:19,20:33:14,9
26,23:55:41,23:58:16,4
27,05:11:39,06:21:43,10
28,09:45:04,23:12:14,9
29,03:35:54,09:32:48,7
29,12:03:38,20:46:51,10
32,10:32:24,19:45:40,1
34,11:49:38,19:03:59,9
35,15:30:20,19:48:29,6
42,12:54:57,15:53:44,2
45,15:16:08,15:16:56,9
45,07:45:09,17:47:05,9
46,18:53:58,22:05:51,5
46,00:31:39,22:58:30,6
46,20:54:47,22:30:43,6
47,10:05:04,12:41:05,4
47,06:56:33,18:50:25,8
47,01:08:03,12:17:49,4
48,19:26:02,23:50:11,3
48,14:30:36,22:44:42,9
49,08:13:40,10:09:56,6
50,13:43:54,21:41:16,1
50,19:40:58,19:56:52,3
50,15:13:27,19:04:54,1
50,01:41:25,15:30:40,4
50,20:36:44,22:07:10,4
50,03:27:02,16:00:53,2
50,13:52:23,17:40:56,3
50,17:42:38,22:59:31,6
50,11:49:23,13:46:12,9
50,10:35:41,12:08:41,7
50,15:10:24,17:38:14,2
51,17:06:14,18:07:59,8
51,00:04:04,09:02:10,9
52,18:03:28,22:53:25,10
52,15:32:39,16:16:56,10
52,01:41:17,09:28:44,10
55,21:03:29,21:23:53,9
55,23:41:50,23:57:02,9
56,20:11:33,23:35:13,1
58,14:06:42,15:28:36,4
62,07:20:37,12:50:18,4
62,09:25:51,09:39:24,6
62,14:37:48,17:57:37,6
63,23:08:02,23:13:30,6
63,12:11:22,18:32:45,6
66,02:51:26,23:34:40,7
68,16:42:00,21:29:27,9
68,03:54:23,22:36:49,5
68,18:37:46,22:00:38,7
68,10:56:46,23:22:00,6
68,05:19:32,23:58:10,7
68,10:04:28,21:33:56,8
68,16:44:36,23:17:27,2
68,23:45:00,23:51:17,8
68,16:56:58,22:23:03,4
68,16:34:02,17:06:57,1
72,23:14:35,23:41:12,6
77,01:03:36,03:26:40,4
79,17:01:01,23:04:30,2
79,00:43:12,23:39:47,2
80,00:32:08,11:27:31,9
81,03:23:24,04:28:06,8
82,06:37:42,12:10:29,5
84,03:42:27,13:27:18,5
84,15:37:00,17:34:14,4
84,21:56:54,22:43:21,6
84,07:06:28,11:41:22,4
84,10:19:24,16:39:30,1
84,14:18:10,23:57:50,5
84,03:05:02,05:32:46,1
84,18:55:04,20:01:36,2
84,09:24:00,12:49:50,8
84,12:27:52,15:48:42,3
84,17:17:50,23:02:00,2
84,12:22:00,15:46:43,4
84,23:43:13,23:55:42,10
85,15:25:29,19:31:31,4
85,00:12:18,06:00:15,5
86,07:03:49,13:33:25,1
87,13:07:20,15:04:08,6
87,06:09:46,20:15:28,7
90,05:56:29,22:55:15,2
90,19:34:16,20:23:24,3
92,02:06:39,10:07:47,9
94,16:26:49,20:32:43,10
94,05:28:48,23:13:09,10
95,19:24:55,19:28:13,1
97,23:40:10,23:51:52,7
97,04:42:01,14:07:46,9
98,08:55:57,12:43:10,3
98,13:22:38,14:46:15,8
99,22:51:18,23:46:44,1
99,23:34:00,23:56:04,6
99,17:17:24,18:37:00,6
