ELEMENT ID,START,end,SEVERITY
0,03:45:57,09:45:59,10
0,18:44:13,22:30:35,10
0,05:31:49,07:31:26,10
1,06:19:25,11:49:05,9
2,02:23:24,03:40:04,3
3,02:49:55,03:01:29,5
3,10:53:16,19:32:05,9
5,21:30:23,22:34:18,5
7,01:05:39,13:20:56,1
7,15:44:26,15:56:59,8
9,22:20:36,23:13:09,6
9,19:30:33,21:59:38,9
10,16:42:44,22:29:18,10
10,14:54:05,17:55:33,10
10,09:49:31,12:39:23,10
10,02:58:46,04:47:20,10
11,09:51:44,14:41:29,2
11,02:11:35,15:41:19,9
12,22:26:20,23:37:12,9
12,04:32:24,21:21:54,9
14,11:34:58,19:25:08,7
15,02:05:41,18:16:14,8
16,12:38:18,17:59:48,2
16,00:45:36,10:46:32,3
18,12:27:01,22:34:34,9
20,05:29:41,18:39:39,9
24,11:17:46,18:57:05,8
24,11:02:07,23:15:07,6
24,15:09:21,15:11:09,9
24,16:33:48,23:12:06,9
25,03:05:22,18:34:41,4
28,08:56:32,21:57:39,6
28,11:30:45,19:22:24,8
28,18:27:36,20:59:17,10
28,16:54:41,20:55:06,5
28,03:57:10,21:15:29,6
28,23:27:05,23:40:33,6
28,12:08:13,12:12:27,4
28,07:29:27,23:36:24,8
28,00:52:45,18:51:12,7
28,01:12:02,21:06:38,6
28,11:41:05,12:08:23,6
28,20:20:15,21:15:54,4
28,16:12:57,17:30:30,1
28,20:00:44,20:16:04,2
28,17:02:11,23:19:42,5
28,22:07:21,22:08:10,5
28,13:07:50,16:54:28,9
28,15:42:30,16:50:04,10
28,18:12:23,23:25:21,1
28,10:05:42,22:01:05,8
28,01:25:44,19:55:27,5
28,22:56:24,23:03:26,10
28,15:14:18,23:52:21,3
28,10:18:27,20:27:37,3
28,12:09:56,19:41:10,4
32,13:59:14,17:07:28,10
32,10:07:11,15:17:38,10
34,05:41:33,17:40:02,9
34,22:33:43,23:53:27,10
37,10:18:26,18:02:31,8
39,20:44:20,20:44:56,1
39,06:00:59,14:59:24,9
40,11:19:51,17:06:35,9
40,10:18:53,12:44:55,9
40,22:31:16,23:35:38,10
42,18:13:49,20:25:15,10
43,23:24:01,23:59:26,2
43,13:12:12,23:07:53,8
43,17:17:26,18:57:49,5
43,09:02:30,14:23:35,1
43,16:38:36,22:45:08,3
43,02:07:48,05:52:52,7
43,15:08:27,23:58:33,3
43,05:16:33,17:38:19,9
43,14:38:49,16:24:11,4
43,12:50:31,21:57:43,10
43,01:13:09,12:00:00,8
43,01:29:48,05:22:14,3
43,04:20:48,10:20:25,4
43,13:18:39,17:29:50,3
43,01:57:20,06:26:48,5
43,09:25:55,09:30:07,7
43,12:15:15,14:19:24,3
46,11:30:15,18:19:19,6
46,00:16:29,01:19:11,3
46,04:21:57,21:28:17,7
46,00:38:51,11:36:26,8
46,14:55:46,17:54:50,5
46,11:34:35,20:37:39,9
46,01:40:16,02:31:50,1
46,18:28:42,21:53:41,2
46,18:39:50,20:13:52,10
46,06:05:03,06:40:39,10
46,13:59:15,22:31:21,3
46,18:28:16,18:33:55,5
46,18:02:32,21:41:24,3
46,03:52:21,19:16:53,5
46,15:27:29,23:19:56,8
46,05:47:22,21:50:03,5
46,23:17:24,23:24:38,3
46,07:36:33,21:16:48,3
46,11:30:37,22:08:28,4
46,03:43:08,21:35:42,10
49,12:09:16,21:16:22,7
50,16:14:50,18:26:51,5
50,07:38:21,23:45:00,5
50,13:19:59,18:39:00,10
53,17:58:26,23:30:14,4
56,03:15:55,22:02:56,1
57,16:58:51,19:18:58,5
58,17:49:01,19:15:33,2
59,01:57:37,10:51:05,4
61,02:47:16,08:37:03,3
61,20:23:19,22:27:42,2
61,12:58:42,22:49:51,1
61,03:49:43,11:32:27,10
61,20:37:56,23:45:14,7
61,18:05:43,21:39:50,8
61,06:21:18,17:03:36,1
61,18:12:01,19:07:08,3
61,04:41:12,18:45:37,10
61,20:45:45,23:13:51,5
61,05:40:04,06:48:29,1
61,12:09:24,22:26:13,3
61,00:34:44,01:06:12,5
61,21:30:36,23:48:30,3
62,05:22:39,09:58:23,8
63,12:27:28,22:49:13,4
63,12:11:16,20:55:16,7
66,13:33:37,14:57:26,9
66,07:00:21,13:28:06,10
68,19:18:14,21:25:10,3
68,02:46:16,03:33:33,9
68,06:40:13,23:29:21,9
68,02:31:50,23:14:28,9
69,12:45:21,22:29:01,1
69,08:52:39,18:12:41,4
70,03:12:04,18:55:45,2
70,12:51:48,22:51:45,3
76,22:27:09,23:28:32,5
77,12:20:01,17:00:23,6
77,08:07:19,20:32:07,7
77,00:50:43,22:05:05,7
78,19:41:06,23:07:39,5
79,01:35:42,08:43:45,7
79,20:34:39,22:19:36,8
80,08:27:14,16:20:17,5
81,00:25:34,18:06:07,6
81,18:47:36,20:31:48,3
81,05:39:16,12:29:04,9
81,03:42:32,05:20:32,7
81,01:15:09,20:08:21,7
84,10:46:41,13:43:41,3
84,06:09:31,23:19:04,4
86,04:31:35,10:46:45,8
86,00:53:52,14:11:00,10
88,01:38:20,20:22:27,3
88,03:08:18,07:10:57,7
