ELEMENT ID,START,end,SEVERITY
1,17:50:35,18:24:43,8
4,09:50:28,22:15:40,7
5,15:20:33,17:20:04,10
8,18:29:54,22:02:40,2
13,03:48:09,03:53:19,3
13,06:39:35,17:42:12,9
14,08:08:35,10:21:16,8
14,04:51:33,12:07:34,9
14,18:46:34,23:58:09,10
21,16:56:00,16:59:25,3
22,08:10:09,13:26:06,8
22,02:06:59,18:27:02,7
26,09:25:34,10:35:09,6
29,13:05:54,20:03:04,1
29,21:28:31,22:57:56,3
30,02:52:33,04:14:02,4
30,22:38:18,23:01:03,5
30,01:34:15,07:45:07,6
31,00:34:12,17:58:56,10
31,02:14:19,11:21:14,10
32,16:43:10,17:16:18,5
32,01:18:40,01:47:36,7
32,05:02:04,11:40:38,7
36,19:40:27,22:52:15,2
36,00:11:43,06:39:04,5
37,02:16:33,19:20:58,2
37,06:41:25,19:45:49,8
37,11:45:33,15:49:48,9
37,07:25:57,11:01:53,8
37,11:45:06,17:52:34,1
37,09:22:50,21:39:21,7
37,12:48:29,14:47:16,7
37,10:10:11,22:05:55,7
37,06:07:16,07:51:09,9
37,19:00:24,22:41:04,5
37,02:48:35,21:08:15,8
37,23:28:32,23:37:38,3
37,12:18:04,20:32:19,2
37,11:14:46,16:15:32,1
37,09:48:39,21:38:40,6
37,02:14:03,20:25:02,1
37,04:23:06,15:32:18,2
37,06:46:14,09:31:53,3
39,11:21:11,23:31:27,2
39,09:05:32,14:50:46,9
39,12:17:52,12:58:06,3
39,00:20:22,23:36:36,1
39,16:50:08,17:08:20,6
39,04:50:43,17:44:34,10
39,05:48:57,05:50:10,6
39,01:27:34,20:03:37,7
39,16:41:30,18:59:38,2
39,18:20:24,20:08:13,8
39,20:07:35,22:53:49,3
39,06:33:53,18:09:38,3
39,16:32:59,19:27:39,2
39,16:46:00,23:59:55,2
41,15:20:57,19:53:19,7
41,00:02:08,19:12:40,7
41,01:04:42,17:08:39,4
41,10:44:44,17:13:23,9
41,18:07:06,18:41:54,10
41,18:04:04,22:43:22,1
41,07:42:06,08:37:32,8
41,11:26:08,19:38:21,9
41,19:16:39,21:47:46,9
41,13:30:46,22:51:38,9
41,17:34:29,21:03:32,2
41,19:27:26,22:29:23,2
41,03:33:58,17:06:22,1
41,16:31:46,21:30:59,10
44,04:37:29,14:21:02,8
44,16:59:24,21:48:53,8
47,08:24:23,19:15:51,7
48,05:53:31,08:57:13,8
48,17:34:07,19:58:59,9
49,00:11:10,08:14:14,4
50,09:45:41,13:10:38,6
50,15:19:56,18:39:36,9
51,08:11:24,17:10:03,5
51,22:43:35,23:38:27,8
51,00:17:35,12:53:55,8
53,07:06:07,20:19:59,6
54,07:10:58,23:10:20,1
55,14:29:52,19:20:52,8
55,14:06:30,21:40:34,9
55,12:20:06,14:36:23,6
55,23:06:13,23:09:00,10
55,13:42:18,17:17:43,3
55,20:51:10,23:42:32,10
55,05:40:44,22:29:15,9
55,10:15:59,21:40:15,3
55,18:23:28,21:50:40,2
55,11:42:01,19:55:07,5
55,06:30:59,11:42:50,10
55,16:51:12,19:20:21,4
55,06:38:56,14:35:47,1
55,05:59:40,17:36:47,3
55,22:55:39,23:52:03,1
55,15:46:45,19:37:06,6
55,12:45:55,15:09:34,6
57,13:01:11,19:38:42,6
59,17:32:12,23:17:24,8
60,17:37:39,18:36:42,1
60,12:41:30,12:49:57,1
60,21:21:31,23:50:02,10
60,21:53:09,22:58:01,10
61,08:28:53,20:11:55,6
61,10:33:55,22:25:45,10
61,20:20:02,21:39:20,7
61,03:39:55,10:59:33,3
61,18:26:53,19:56:34,4
61,09:14:33,12:55:39,8
61,19:14:47,21:26:10,1
61,11:53:56,14:14:16,4
61,13:51:45,19:49:56,4
61,04:46:49,21:39:37,10
61,23:13:50,23:55:49,3
61,09:28:44,21:31:00,3
61,17:41:06,18:46:13,8
61,10:24:50,14:19:41,4
61,06:07:05,22:43:05,3
61,23:15:55,23:40:19,10
61,08:03:45,14:42:46,1
61,15:55:10,17:14:40,6
61,10:41:23,13:18:55,10
61,15:54:52,23:11:24,2
61,23:02:30,23:56:18,3
62,21:52:06,23:04:26,2
62,23:26:05,23:28:38,9
63,09:01:22,20:42:58,10
65,14:33:51,23:42:21,7
66,05:15:18,17:24:23,3
66,01:05:35,21:38:57,6
66,23:00:39,23:15:50,8
69,03:13:23,19:48:05,9
69,04:02:12,10:37:35,10
73,02:11:02,20:41:18,8
73,11:50:37,17:22:43,9
74,22:16:42,23:44:48,1
74,17:19:45,22:36:42,5
75,11:03:29,21:27:38,1
75,13:44:40,21:09:46,6
77,04:12:31,16:10:01,7
81,23:07:59,23:54:21,6
82,12:48:22,16:08:31,7
86,22:39:45,23:52:59,2
86,02:52:22,17:44:24,10
92,09:49:28,17:05:56,1
92,15:29:27,17:28:05,8
92,03:21:10,17:13:30,3
92,00:47:02,18:32:24,3
92,13:18:25,21:44:08,7
93,20:43:30,20:48:15,10
93,09:33:01,21:25:55,10
