ELEMENT ID,START,end,SEVERITY
0,17:36:13,19:41:08,5
0,16:11:49,22:11:23,9
1,21:00:20,21:14:29,5
5,12:22:23,17:33:31,6
7,23:23:44,23:36:48,7
7,11:58:21,14:51:40,8
9,12:22:22,13:41:05,6
12,02:28:05,13:38:57,9
12,19:38:54,23:59:25,9
15,13:13:51,18:41:27,9
15,12:30:02,21:10:23,9
17,15:44:41,20:43:48,4
19,04:08:01,14:40:59,7
19,18:27:59,23:05:42,9
19,21:36:07,22:51:03,9
26,19:04:25,21:56:13,7
29,11:38:46,20:06:02,1
30,21:50:12,22:02:03,3
33,15:23:14,21:43:37,8
34,22:11:53,22:40:43,9
34,05:27:48,20:40:35,10
34,16:14:20,17:52:59,10
35,15:43:24,19:18:27,8
45,05:58:30,23:21:56,9
46,21:25:51,23:33:39,4
46,23:49:06,23:49:25,7
47,13:06:50,15:06:38,7
50,18:35:06,21:46:11,6
50,06:57:45,11:35:47,9
51,10:41:54,22:20:39,9
52,15:37:08,22:53:02,10
53,13:24:22,23:47:14,3
53,10:05:15,17:05:38,6
54,11:28:32,17:10:44,5
57,02:15:06,10:27:14,7
59,08:00:20,08:54:24,7
59,17:40:17,20:19:06,9
60,05:22:04,12:32:18,6
61,18:19:29,20:31:03,6
61,10:19:33,17:11:55,3
61,14:32:38,20:07:02,10
61,18:26:53,23:01:38,8
61,04:59:42,11:14:25,4
61,08:30:48,11:53:41,9
61,20:40:02,23:42:25,2
61,08:53:24,16:49:53,10
61,14:08:43,18:17:59,5
61,03:20:50,06:32:35,7
61,20:26:21,21:45:35,1
61,00:23:28,11:05:38,1
61,00:04:53,15:49:49,5
61,14:26:36,23:41:42,10
61,08:18:07,18:13:22,10
62,21:48:14,23:00:59,5
63,20:10:35,23:59:08,10
63,12:26:12,20:18:07,10
67,20:52:59,22:13:18,9
69,00:01:32,03:27:33,5
72,01:20:51,03:05:09,7
73,16:39:21,20:51:19,7
78,00:05:56,07:05:11,7
78,17:32:08,17:43:04,10
78,19:59:39,22:25:04,10
82,04:18:31,16:32:59,7
82,16:58:33,17:11:59,10
84,01:18:26,08:33:16,4
84,04:39:19,11:16:27,5
85,14:36:54,16:53:16,6
89,14:20:42,18:23:15,8
90,19:58:14,20:34:25,1
90,22:37:47,23:15:13,10
91,21:32:07,21:57:13,3
91,07:25:16,12:30:58,7
91,12:03:58,19:54:52,9
91,20:08:01,20:28:53,5
91,19:20:56,22:36:48,5
91,18:51:01,23:47:09,10
91,16:23:02,21:47:09,3
91,03:06:45,10:23:42,5
91,01:24:07,22:51:28,6
91,11:32:40,23:40:52,6
91,04:24:28,15:37:05,4
91,12:51:00,20:38:01,8
91,09:25:43,15:27:58,8
91,06:19:51,10:50:00,6
91,23:55:00,23:59:37,1
91,21:25:33,23:08:00,8
91,18:58:50,20:31:54,1
91,13:50:35,15:59:54,1
91,08:15:15,16:34:51,1
91,20:37:46,22:53:06,8
91,20:58:49,23:57:43,6
91,12:23:36,15:16:13,5
91,07:07:25,23:50:32,3
91,10:51:21,21:00:18,7
91,12:16:55,18:02:58,3
93,05:47:46,08:00:45,4
97,21:17:19,23:14:18,10
