ELEMENT ID,START,end,SEVERITY
1,16:13:28,16:37:34,8
1,01:32:41,20:55:26,8
2,20:10:24,21:02:56,4
3,23:22:29,23:50:07,4
5,04:12:53,12:20:07,6
7,02:07:52,11:10:32,1
9,05:00:36,10:44:02,8
9,08:25:36,15:57:45,9
12,03:02:09,04:30:35,2
14,18:53:49,21:55:51,2
17,20:26:29,23:45:56,6
17,04:32:46,09:10:42,10
19,00:08:26,16:32:19,1
19,19:13:46,20:27:14,1
20,07:28:55,18:37:20,1
22,18:48:06,21:57:40,10
23,11:26:46,23:50:21,7
23,03:56:17,13:57:02,8
26,20:44:22,22:44:53,10
27,18:58:07,23:43:04,9
29,23:02:36,23:41:53,9
31,14:20:19,15:36:50,7
31,20:14:41,23:10:40,7
32,02:39:29,04:39:57,6
37,23:17:11,23:43:40,8
38,02:27:29,03:50:50,9
38,18:57:14,23:47:02,4
38,23:44:16,23:54:49,2
38,14:51:56,17:18:06,1
38,16:04:12,17:11:31,9
38,16:12:22,18:18:56,1
38,14:32:40,21:01:11,8
39,13:43:15,16:04:40,10
40,12:28:53,23:58:19,4
42,17:31:43,23:39:28,1
42,03:23:28,09:39:31,9
43,00:04:20,22:55:53,6
43,19:23:05,20:16:40,8
43,22:53:25,23:28:25,9
44,10:31:06,12:58:35,6
46,18:36:04,18:58:41,9
49,17:52:56,18:05:06,8
51,05:41:48,14:34:39,1
52,16:20:50,22:59:21,10
52,02:13:49,22:18:22,10
54,17:24:15,18:29:57,4
55,01:13:02,09:54:47,3
56,13:00:31,22:15:47,10
56,16:18:52,23:54:23,10
56,18:29:23,20:37:09,10
57,21:29:06,22:42:07,3
59,03:49:26,04:59:54,1
59,03:26:57,14:12:46,10
63,08:29:23,15:08:55,3
64,02:46:17,18:30:41,4
65,19:04:35,21:25:19,8
66,04:31:58,13:05:29,1
66,03:21:15,22:11:29,7
67,14:18:05,21:02:35,1
67,06:55:22,20:45:09,2
67,10:18:15,12:41:45,2
67,14:23:58,16:37:01,5
68,08:19:02,10:36:10,5
68,15:02:40,15:39:22,1
68,02:11:00,22:57:25,9
68,03:15:58,11:29:29,2
68,03:28:47,09:24:51,2
68,10:25:47,13:11:08,1
68,01:14:45,22:38:52,8
68,03:35:07,13:14:46,3
68,03:56:42,11:54:38,3
68,03:17:40,21:41:30,4
70,18:55:13,20:34:41,4
74,03:44:10,04:53:17,3
74,21:01:43,22:03:28,3
76,15:10:45,15:43:08,7
76,22:51:59,23:28:01,8
76,20:04:09,22:19:21,9
82,23:26:29,23:57:40,10
82,03:42:00,17:37:46,6
82,14:26:06,15:35:04,9
82,07:56:22,09:26:42,4
82,11:10:22,15:07:45,6
82,04:06:30,14:30:46,4
82,04:32:37,19:29:05,4
82,12:53:44,13:20:27,1
82,23:16:15,23:38:39,10
82,16:38:51,17:11:22,1
82,11:47:09,13:43:24,5
82,10:07:14,19:27:19,8
82,04:15:41,21:18:56,10
82,18:20:06,19:53:05,8
82,09:02:58,13:28:21,8
82,23:58:17,23:58:42,7
82,01:18:28,19:48:41,3
83,14:21:00,14:42:08,9
83,10:39:18,23:33:35,9
86,22:23:41,23:18:13,9
91,06:10:51,07:39:57,7
92,03:53:25,06:19:53,4
95,10:38:56,21:21:03,1
96,04:49:54,08:43:45,2
97,01:21:24,03:36:39,9
97,02:47:57,15:57:08,10
97,15:55:55,20:51:41,10
98,18:52:29,21:29:39,2
98,06:08:02,23:13:33,7
98,02:42:17,23:15:14,8
