ELEMENT ID,START,end,SEVERITY
3,09:46:58,18:18:39,8
8,19:22:16,20:10:09,5
9,14:56:37,18:16:26,4
10,18:19:14,21:11:50,1
12,18:18:48,23:53:08,1
12,17:18:52,19:12:10,3
12,07:04:18,16:24:05,5
13,13:26:05,22:41:42,4
13,12:55:06,15:43:57,8
13,13:57:06,14:30:01,10
14,10:31:07,21:07:36,10
16,22:51:02,23:28:53,7
16,17:28:37,19:41:12,8
18,11:31:37,11:46:48,5
18,09:33:23,11:25:14,8
21,20:37:12,21:07:01,9
22,02:37:48,06:04:15,4
22,22:34:47,23:51:54,10
24,18:59:42,19:10:46,3
26,11:01:54,22:40:34,3
28,05:20:35,15:56:23,7
30,01:10:07,19:52:38,9
30,06:02:46,09:38:47,10
30,18:14:36,22:59:02,10
33,03:33:55,18:11:52,7
33,04:33:32,21:07:55,10
33,15:54:41,17:24:27,2
33,19:51:50,20:04:49,9
33,02:17:11,03:40:51,1
33,07:19:04,18:35:20,2
33,01:29:25,09:25:50,2
33,04:33:31,08:24:22,7
33,08:42:19,12:25:16,2
33,05:37:57,19:53:03,10
33,04:32:54,19:43:49,6
33,13:56:04,17:04:19,2
33,18:01:22,19:02:48,3
33,20:22:19,20:42:20,3
33,13:10:14,15:14:51,5
33,08:33:22,21:16:55,1
33,12:43:39,13:48:54,3
33,20:58:44,23:52:29,10
33,01:18:01,23:59:27,10
33,04:35:06,04:58:21,7
36,18:20:37,18:35:34,4
36,18:41:15,20:10:26,7
37,17:02:43,17:08:05,2
39,13:59:36,20:03:23,1
41,02:09:32,11:22:33,3
43,01:05:20,10:37:06,4
43,15:36:22,17:50:11,9
44,21:10:35,21:21:54,3
45,19:30:23,20:17:04,10
46,10:08:03,14:15:50,3
48,22:24:55,23:31:06,7
53,15:21:31,22:21:07,6
53,14:15:53,18:43:49,3
53,18:21:33,23:23:39,8
53,19:36:57,22:03:48,1
53,06:24:24,17:54:38,8
53,11:02:37,17:52:23,6
53,13:16:12,15:34:59,6
53,04:56:21,10:36:25,1
53,17:54:53,20:59:59,2
53,06:10:25,14:25:32,10
53,22:14:11,22:37:49,8
53,07:45:46,18:44:24,10
53,11:41:44,21:29:54,6
53,21:16:27,23:12:59,7
56,22:40:28,22:50:16,2
59,02:49:17,11:36:46,8
60,02:53:33,22:43:07,9
61,23:06:55,23:10:30,4
61,11:08:34,16:03:38,10
62,14:54:32,19:39:19,2
63,11:29:13,21:15:41,8
64,08:14:16,15:09:49,9
64,16:15:11,23:28:37,9
66,07:58:00,23:18:27,6
66,15:35:45,19:58:04,6
67,00:25:42,14:55:47,2
68,03:25:05,11:45:11,5
69,13:06:43,23:08:28,2
70,02:40:44,16:47:35,7
71,13:43:36,18:46:24,2
75,20:45:26,22:28:54,4
76,00:48:27,02:24:47,10
79,06:47:38,13:25:29,7
80,11:48:30,14:26:37,8
80,02:18:00,02:36:24,10
80,18:00:11,19:20:30,10
81,14:45:23,20:49:35,7
81,11:52:15,15:09:49,10
83,05:51:07,16:22:38,1
84,00:50:28,13:35:27,1
85,10:05:27,11:37:25,1
85,04:52:33,08:14:51,4
86,07:56:01,16:09:24,8
86,11:09:48,23:36:11,9
90,19:52:21,23:24:28,1
91,19:14:02,21:13:59,9
91,18:53:28,23:36:46,10
91,05:37:12,18:07:18,4
91,16:05:39,18:17:40,4
91,06:39:36,12:26:03,4
91,04:21:50,06:27:07,6
91,00:08:33,09:59:02,5
91,22:46:06,23:03:15,5
91,07:42:42,21:41:09,8
91,13:56:28,21:31:28,9
91,05:18:33,12:35:31,2
91,19:14:18,23:35:51,7
91,20:25:20,22:44:33,10
92,05:59:11,18:40:51,4
92,02:14:07,03:30:31,10
92,12:16:53,22:26:02,10
96,03:30:55,17:42:02,7
99,13:52:13,23:40:29,10
