ELEMENT ID,START,end,SEVERITY
0,13:14:46,14:36:53,4
3,18:47:21,20:22:34,1
3,22:58:26,23:25:41,4
3,08:58:17,11:19:14,8
5,14:58:24,18:35:46,5
5,15:59:05,19:37:40,8
8,04:53:48,22:35:06,9
8,21:43:18,22:56:52,9
10,15:59:38,17:01:29,7
10,01:40:57,18:31:33,8
12,19:10:22,22:23:11,8
12,13:05:53,20:42:21,4
12,17:23:25,21:35:48,9
12,02:52:39,13:27:42,3
12,01:43:14,11:39:16,6
12,11:01:56,20:02:57,5
12,07:45:58,09:55:08,3
13,07:53:39,13:09:53,9
14,04:50:13,20:39:55,10
15,00:16:18,03:39:38,9
15,02:46:26,18:10:28,10
17,22:01:49,23:26:39,5
18,02:58:56,03:59:21,5
22,00:05:27,01:16:27,1
29,10:24:36,11:18:58,9
32,09:30:01,12:45:39,3
32,12:55:16,18:42:46,4
32,19:25:53,23:54:30,5
32,05:49:41,20:19:09,10
32,13:49:27,14:11:58,2
32,08:20:23,11:46:41,10
32,14:31:16,15:23:34,1
32,15:01:35,22:23:32,10
32,12:23:10,20:48:49,4
32,21:43:29,23:02:40,6
32,20:55:12,23:54:01,6
33,02:43:57,21:12:06,8
35,11:16:36,23:05:31,10
35,03:31:08,08:51:16,10
38,17:34:35,19:25:35,10
38,20:49:39,22:02:15,10
38,13:08:15,16:33:42,10
43,08:44:13,15:00:18,4
44,17:46:48,19:50:04,6
44,00:02:46,06:23:31,10
47,11:39:50,16:28:21,10
47,23:37:49,23:46:15,10
49,20:45:15,23:11:43,8
49,23:16:21,23:39:58,10
49,03:36:19,18:21:37,10
51,21:14:25,23:38:31,3
51,02:29:53,11:32:08,10
51,15:21:52,15:25:26,2
51,10:11:21,16:24:05,4
51,18:23:15,18:56:46,7
51,23:38:31,23:47:52,9
51,03:21:10,07:53:54,10
51,04:49:53,20:39:53,9
52,08:27:17,15:58:31,8
54,04:28:58,09:32:41,10
54,12:48:44,22:31:02,10
54,06:43:04,13:06:17,3
54,22:21:43,22:31:10,3
54,07:05:52,23:10:57,9
54,12:46:38,13:04:50,6
54,07:35:26,13:25:11,10
54,17:39:24,23:33:39,1
54,13:55:36,15:13:27,7
54,18:36:29,20:48:33,1
54,14:03:03,20:18:38,2
54,01:32:47,05:15:08,5
54,12:57:55,20:04:40,10
54,04:26:19,14:59:52,3
54,11:30:54,13:34:09,1
54,03:31:10,09:51:19,3
54,19:10:22,21:36:58,1
54,23:26:54,23:38:12,6
54,16:56:37,19:58:59,9
54,06:17:51,14:47:08,5
54,00:42:00,11:11:51,8
54,09:26:44,13:15:50,7
55,16:28:08,23:36:05,9
55,06:18:06,21:42:34,10
56,15:59:54,21:20:18,3
57,21:45:41,23:58:12,8
60,18:44:16,21:51:29,1
60,23:04:24,23:09:46,4
64,01:54:48,22:47:00,5
67,10:28:20,21:47:35,7
67,21:14:55,21:29:48,9
67,01:09:42,21:09:18,1
67,00:56:58,04:38:55,9
67,11:51:16,17:29:48,6
67,00:45:11,15:20:51,9
67,03:29:10,14:30:42,7
67,13:21:49,16:53:09,8
67,08:08:09,20:33:01,4
67,07:48:03,11:25:52,5
67,22:55:53,23:14:53,2
67,01:30:50,18:49:15,10
67,22:20:34,22:38:27,4
67,05:59:16,18:44:48,2
67,16:11:35,20:21:52,3
67,23:50:28,23:55:33,9
67,23:12:23,23:27:43,3
67,17:05:38,20:44:22,4
67,19:57:11,20:12:50,5
67,13:51:49,20:22:51,2
67,08:57:54,18:11:40,2
67,07:50:42,11:00:54,4
68,14:31:30,18:22:34,5
71,18:10:21,19:37:56,2
71,06:18:03,17:16:11,10
72,07:26:35,21:42:22,4
72,08:18:57,20:29:43,8
72,19:25:44,20:01:31,3
72,13:11:40,21:06:41,4
72,02:24:25,03:37:14,2
72,09:21:44,19:20:42,4
73,00:18:36,01:38:38,2
73,21:04:20,22:08:34,4
73,22:29:47,23:06:54,7
74,09:02:56,17:35:55,10
75,21:21:42,23:58:16,5
76,13:59:09,15:15:51,3
77,23:54:23,23:58:24,1
78,15:49:12,23:33:41,3
78,16:21:54,22:25:15,4
78,16:06:07,16:28:54,9
81,19:22:49,20:31:56,9
81,00:51:33,04:41:58,10
81,18:58:01,23:12:40,10
82,13:35:22,16:57:29,3
85,23:50:25,23:57:58,6
87,03:23:13,12:26:17,5
88,17:44:00,21:49:02,7
89,04:28:37,08:43:26,6
91,07:57:32,22:44:51,8
92,09:11:37,20:16:51,6
92,14:10:31,14:51:47,9
94,16:09:42,16:10:37,7
99,17:26:05,22:01:52,7
