ELEMENT ID,START,end,SEVERITY
4,11:30:23,17:08:29,1
4,16:08:32,19:35:36,1
4,20:48:13,22:13:05,7
4,20:04:06,22:50:57,9
5,23:44:56,23:50:29,2
6,00:47:54,07:17:31,6
9,12:40:47,16:19:34,5
10,11:15:56,12:41:13,8
12,10:54:06,17:01:47,7
15,02:52:36,06:06:46,5
15,09:01:27,10:11:09,8
18,09:04:54,21:29:30,5
19,09:06:46,18:52:40,1
21,06:54:13,22:17:33,4
21,14:48:52,19:36:04,9
23,01:17:19,07:11:42,7
25,10:52:40,14:17:17,1
25,10:20:43,18:54:00,5
27,16:20:46,17:56:56,2
27,05:51:13,07:40:11,9
30,05:54:50,08:01:30,6
31,03:36:15,23:21:08,9
34,02:43:35,19:41:19,7
35,01:52:42,09:58:35,7
40,01:36:55,21:34:22,9
41,10:32:19,12:32:13,1
41,14:53:03,20:52:46,8
41,18:16:57,22:18:54,8
46,07:11:58,20:16:23,3
47,00:17:22,21:23:17,9
48,20:13:10,23:40:52,3
52,18:57:37,22:47:54,9
52,13:15:23,21:53:09,10
53,08:06:14,16:51:15,3
56,03:03:39,13:50:57,6
57,12:47:07,17:58:43,3
58,00:00:21,17:57:05,2
59,00:00:36,22:41:30,7
59,10:49:08,21:42:24,10
59,14:16:51,17:25:15,10
59,22:19:12,23:45:10,10
60,19:34:27,21:11:22,8
60,15:10:30,15:41:32,10
60,23:09:46,23:53:58,10
60,07:38:30,20:11:15,7
60,19:11:41,23:28:21,8
60,16:46:16,21:59:35,4
60,08:18:33,11:30:26,6
60,20:57:06,23:06:43,5
60,21:45:49,23:03:41,5
60,14:27:24,20:32:37,10
61,05:56:19,12:27:16,7
63,22:43:52,23:47:41,9
67,05:42:16,07:13:59,8
70,11:41:28,16:15:01,6
72,20:26:20,22:08:06,2
74,21:40:25,23:51:55,8
76,04:21:24,22:36:18,3
79,21:26:33,22:27:57,4
79,12:25:03,18:54:16,2
79,08:32:47,21:56:24,10
79,00:13:12,16:57:08,7
79,01:46:04,18:13:33,4
79,20:36:07,22:58:25,9
79,05:35:09,12:16:54,4
79,05:48:31,14:18:22,2
79,02:04:33,19:31:07,8
79,05:35:27,12:16:07,9
79,02:54:40,13:45:34,3
79,03:56:03,22:18:36,4
79,13:02:05,18:26:10,9
79,17:56:38,22:49:46,3
79,02:24:32,04:15:08,2
79,15:11:42,21:54:48,10
79,15:29:28,17:55:33,7
79,11:28:51,13:21:32,10
79,22:33:10,23:56:02,7
79,23:38:17,23:54:21,4
79,03:09:48,20:58:04,2
79,09:30:16,18:34:00,5
82,14:50:32,16:29:11,9
86,16:51:13,18:44:15,6
90,12:00:33,12:14:31,7
91,11:00:40,19:42:19,9
91,03:07:38,22:48:03,9
93,23:06:44,23:58:24,10
93,13:13:39,13:57:09,10
94,08:26:01,17:27:28,3
98,07:01:11,14:37:26,3
