ELEMENT ID,START,end,SEVERITY
1,20:01:03,23:56:23,7
1,08:45:44,11:37:36,7
1,17:30:24,18:26:40,2
1,05:09:48,16:52:27,9
1,02:04:01,11:27:10,3
1,18:24:24,23:41:42,8
1,17:52:23,21:33:17,9
1,07:20:29,16:29:14,4
1,18:03:53,20:42:31,5
1,07:43:27,13:14:51,5
1,06:13:54,15:29:19,1
1,00:24:44,06:17:33,5
1,08:14:20,19:49:23,7
1,05:29:20,23:22:37,3
1,21:24:26,21:57:30,9
1,09:37:34,10:51:00,3
4,16:19:06,16:22:25,5
13,04:57:37,15:46:13,10
16,10:18:51,14:20:48,8
16,08:34:31,17:05:03,10
17,19:31:18,20:15:49,2
18,02:15:20,11:14:56,9
19,07:40:49,22:06:03,8
22,06:25:38,16:09:40,5
22,11:23:04,16:16:15,6
22,10:41:57,22:52:54,3
22,10:28:02,18:08:17,3
22,06:00:39,14:18:40,10
22,18:56:30,21:57:08,5
22,01:02:07,01:06:40,7
22,13:43:20,20:20:55,1
22,06:10:49,15:11:32,7
22,11:34:59,14:49:16,9
22,23:54:06,23:55:35,10
22,13:59:36,23:32:58,2
22,23:39:06,23:45:56,7
22,03:18:08,21:28:43,1
22,23:33:28,23:37:04,4
22,04:39:33,09:20:51,5
22,11:24:32,17:20:13,7
22,00:23:51,15:37:10,10
22,01:59:50,14:45:20,5
22,21:33:05,21:46:48,4
22,20:13:57,22:14:40,4
24,16:42:17,19:17:16,7
25,20:05:46,22:23:52,6
25,07:14:04,11:56:19,6
28,08:59:33,12:00:50,10
28,04:12:20,13:47:56,10
29,13:05:39,21:00:36,5
29,00:16:10,19:00:06,9
34,21:48:21,23:54:34,7
34,14:38:46,19:04:03,3
34,21:32:06,22:25:21,2
34,23:45:21,23:46:30,1
34,20:15:02,20:36:46,9
34,07:45:48,15:56:25,10
34,02:26:10,05:30:17,10
39,00:35:41,04:28:22,8
39,11:52:58,20:58:24,10
39,02:21:52,04:11:40,10
40,03:40:46,21:43:21,10
41,04:44:30,07:17:27,10
42,20:10:52,21:32:15,7
44,23:10:51,23:56:44,8
46,17:13:08,19:13:01,6
48,21:31:26,22:52:48,3
48,00:24:44,11:47:23,10
49,17:51:38,19:44:11,5
50,17:32:17,23:46:23,1
53,06:02:30,22:59:21,2
54,14:24:24,21:53:05,2
54,01:46:30,15:33:27,6
54,12:50:20,14:02:10,3
54,14:42:42,22:20:46,8
54,04:22:31,11:46:09,2
54,14:27:15,22:14:55,10
55,21:09:26,22:58:34,4
56,17:59:41,23:09:02,3
57,20:16:52,23:45:18,3
57,02:29:20,04:23:36,4
59,16:42:56,21:30:06,3
61,04:29:52,20:47:36,1
63,20:42:13,22:19:09,10
64,17:42:23,21:39:21,8
64,13:16:55,16:54:14,8
64,08:51:53,14:00:02,8
65,19:50:18,21:49:22,9
65,06:33:37,19:14:42,9
65,15:37:49,21:25:09,9
69,08:54:57,11:37:26,2
69,03:41:39,14:10:43,10
71,10:40:32,19:20:13,7
73,23:36:15,23:39:20,7
73,20:40:55,21:08:16,9
73,02:10:59,12:59:17,9
74,10:49:55,18:59:08,1
74,12:55:48,19:33:26,4
75,03:25:56,03:58:30,4
77,13:19:34,21:09:51,10
77,18:32:07,20:28:18,10
78,22:50:56,23:11:48,10
79,06:46:40,09:03:51,5
80,15:32:16,16:34:23,8
85,09:01:11,12:51:44,10
85,17:58:42,20:40:23,10
85,11:12:02,14:40:52,10
85,10:50:58,23:24:08,10
86,02:28:24,10:37:28,5
88,17:36:49,22:45:15,8
89,19:20:35,22:53:56,3
89,00:00:14,18:05:21,5
89,00:11:14,23:20:49,4
89,01:25:04,01:42:49,1
89,09:57:36,12:53:07,2
89,02:29:15,22:39:31,2
89,14:55:02,20:49:43,3
89,09:08:39,11:02:04,10
89,03:32:40,16:06:33,6
89,00:18:03,22:26:40,4
89,22:23:01,23:12:26,1
89,22:07:10,23:30:19,7
89,20:52:34,21:02:21,2
89,14:08:28,22:55:11,4
89,03:24:17,11:13:47,3
89,18:52:33,23:49:49,5
89,05:06:13,19:12:47,7
89,16:58:30,19:09:02,5
89,18:53:17,19:03:24,6
89,03:50:11,08:01:15,3
89,03:23:01,20:02:16,9
89,02:47:18,11:24:36,2
89,05:35:53,22:14:50,10
89,11:21:45,16:55:42,3
90,19:23:31,23:22:39,3
91,02:03:27,19:38:37,6
91,21:18:05,23:41:45,7
93,06:10:39,14:10:41,8
94,22:25:23,23:12:41,1
97,11:31:13,11:45:05,2
99,01:59:11,03:46:29,5
