ELEMENT ID,START,end,SEVERITY
0,20:02:07,22:51:06,3
0,21:48:45,23:06:54,5
2,13:20:23,18:25:50,5
4,22:13:12,23:09:31,2
4,07:39:49,18:17:10,2
10,07:53:17,09:47:56,1
11,03:38:11,09:07:44,6
12,17:09:09,18:35:04,4
15,08:18:28,13:54:36,9
17,23:05:46,23:24:49,2
17,04:54:14,07:21:36,5
18,17:41:31,20:23:53,8
19,17:19:07,19:58:44,5
21,02:45:25,17:31:09,1
22,04:22:14,14:40:22,1
22,01:39:33,17:47:59,4
23,18:15:21,21:19:00,4
24,01:05:09,02:26:43,10
25,11:20:11,12:05:00,7
26,04:08:59,14:08:10,10
26,11:12:38,11:47:20,6
26,10:27:02,16:33:08,6
26,08:16:37,22:42:28,2
26,03:59:49,09:38:10,6
26,01:24:57,23:25:57,4
26,12:57:47,15:14:23,5
26,02:38:48,02:47:44,4
26,05:40:28,23:55:03,9
28,00:21:44,23:10:38,10
30,20:27:32,22:07:58,10
30,06:24:42,11:54:05,10
31,16:46:58,23:45:31,2
31,05:38:21,09:53:53,4
31,04:55:32,10:25:41,8
32,12:25:05,19:26:35,3
32,06:28:31,18:29:16,10
32,22:25:03,23:10:57,8
32,05:40:19,10:02:59,8
32,20:10:09,20:25:17,5
32,16:23:42,16:34:24,1
32,13:26:44,13:35:55,7
32,05:31:58,12:59:45,10
32,09:33:37,20:22:16,8
32,02:51:28,10:01:05,1
32,21:26:00,23:50:24,8
32,18:34:24,21:44:35,2
32,17:52:13,19:22:24,1
32,10:40:40,15:50:17,8
32,13:41:15,21:19:54,9
32,06:51:50,20:24:32,4
32,16:58:21,20:42:33,7
32,16:08:39,21:53:10,9
34,13:25:15,18:58:21,5
37,01:32:49,08:23:42,1
38,14:54:07,22:26:16,6
41,07:50:26,14:49:37,10
41,22:40:48,23:46:43,6
41,21:23:59,22:54:30,7
41,11:30:35,18:18:55,4
41,13:55:54,19:29:57,6
41,20:17:18,21:46:13,1
41,02:39:39,22:51:34,5
41,11:21:32,21:50:14,1
41,18:12:00,22:02:53,6
41,19:19:51,19:56:28,5
41,19:50:34,21:03:15,4
41,03:01:40,11:50:08,6
41,08:31:42,16:27:41,10
41,00:42:21,02:28:07,10
41,16:08:06,20:29:59,6
41,02:58:10,16:28:21,2
41,05:42:23,19:35:33,2
41,06:59:39,17:12:24,6
41,18:51:30,23:05:31,3
41,06:32:53,22:36:16,2
41,20:25:10,22:03:15,10
41,14:16:36,20:36:17,3
41,01:42:59,07:31:10,2
43,06:17:18,08:43:06,9
43,00:52:03,03:44:00,2
43,13:07:08,22:01:36,1
43,03:29:38,14:39:13,1
43,01:44:39,21:47:09,10
43,11:07:34,20:40:14,1
43,12:35:06,20:44:31,5
43,19:53:22,21:09:20,9
43,21:47:05,22:01:05,7
43,00:29:17,16:25:59,5
43,21:57:22,22:20:12,6
43,16:36:13,22:27:04,6
43,16:57:13,22:25:39,4
43,19:50:56,20:55:48,7
43,20:24:20,23:09:59,7
43,12:11:38,20:38:34,2
43,19:04:50,20:08:13,7
43,13:21:25,20:28:39,2
43,00:25:59,13:05:40,3
43,03:06:07,06:48:30,6
43,09:11:06,21:36:53,2
45,11:57:27,12:47:41,5
46,21:47:16,22:08:31,8
46,23:11:52,23:25:34,8
47,15:39:21,16:06:29,8
47,05:00:00,22:42:31,10
48,10:24:52,13:51:03,5
48,21:40:31,23:09:02,10
50,16:26:53,19:28:11,10
50,11:12:11,14:52:00,10
50,19:37:48,21:09:13,10
59,21:30:50,23:16:12,6
59,14:29:52,23:33:57,9
59,15:52:41,19:00:48,10
62,00:28:07,01:50:11,8
63,05:55:24,13:38:10,3
63,23:11:36,23:26:57,3
63,12:12:34,12:13:05,8
64,21:25:48,22:20:07,9
65,18:22:37,22:37:59,8
67,06:08:36,11:55:09,2
67,18:06:58,19:40:53,4
69,06:45:59,17:04:00,8
70,19:45:27,22:02:15,8
70,03:20:26,15:32:21,5
70,18:40:17,21:11:03,10
70,10:40:21,15:08:36,9
70,06:44:25,10:51:37,10
70,00:24:17,22:06:05,2
70,21:41:57,23:52:11,10
70,20:08:22,20:55:01,6
70,19:14:58,19:51:33,2
70,22:13:32,22:50:24,8
70,08:30:23,17:42:18,8
70,01:22:50,08:20:09,9
70,10:10:22,20:10:52,6
70,06:17:16,11:55:13,8
70,10:25:20,23:02:05,3
70,09:25:10,12:37:25,10
70,23:01:34,23:21:23,3
70,22:56:55,23:19:15,4
70,12:50:06,20:57:41,2
71,21:25:20,23:29:36,1
71,11:12:06,14:19:20,2
72,23:04:14,23:48:39,8
72,23:56:04,23:56:26,10
73,06:44:53,17:01:59,10
75,21:50:38,21:58:49,5
75,23:19:27,23:24:15,5
77,17:29:50,22:35:22,10
78,07:18:36,15:02:28,1
79,12:44:49,13:54:37,7
80,18:25:16,21:56:47,2
81,16:06:02,20:01:41,2
81,10:18:45,15:51:55,10
81,05:25:32,20:00:14,10
83,14:49:18,18:32:57,6
83,04:35:25,10:52:21,6
83,13:52:41,17:27:29,8
84,07:34:35,12:04:39,9
93,08:30:57,11:31:31,1
94,10:40:36,17:34:33,10
95,10:49:49,16:57:03,8
99,11:08:13,23:42:48,4
99,09:15:17,15:55:58,9
