ELEMENT ID,START,end,SEVERITY
1,20:16:35,23:25:12,2
1,11:26:17,19:09:32,2
2,01:55:10,14:44:11,4
3,11:03:45,12:52:16,6
4,19:13:42,21:29:27,3
5,06:49:17,10:46:50,10
5,02:54:38,06:25:44,10
5,04:46:32,14:43:43,10
8,02:35:08,09:50:55,9
10,11:48:38,19:32:09,2
10,05:36:08,23:05:20,8
12,02:46:45,09:06:46,3
12,12:40:36,22:00:09,3
13,18:55:58,22:11:25,3
13,18:15:01,22:12:04,10
16,14:02:47,22:37:49,2
16,00:39:17,19:54:45,1
16,11:21:59,12:17:40,9
16,16:34:35,22:50:27,9
16,15:08:08,17:37:47,7
16,18:52:16,21:54:37,1
16,07:15:00,11:01:41,4
16,03:01:19,22:39:06,9
16,08:58:57,18:21:28,6
16,02:44:31,03:53:16,1
16,14:38:30,16:57:16,2
16,21:12:02,22:01:34,9
16,16:35:03,19:17:53,6
16,07:42:14,08:26:33,3
16,05:14:19,18:41:23,1
16,01:36:55,08:08:01,9
16,08:44:24,11:20:52,4
16,04:21:42,06:32:24,7
16,02:31:29,17:36:03,4
16,08:12:13,21:52:36,2
16,09:31:11,14:40:04,7
16,16:54:15,19:54:53,1
16,10:52:36,21:26:28,6
16,22:18:28,23:20:44,3
17,03:08:00,20:25:35,8
17,13:31:05,19:13:20,10
19,06:14:45,14:01:49,4
25,06:35:14,12:23:42,6
25,05:41:54,15:14:25,6
25,14:53:00,23:31:54,7
26,22:20:03,22:45:59,5
26,21:34:11,23:24:41,5
27,19:11:06,23:19:27,6
28,08:28:46,12:54:07,5
29,08:12:55,13:19:09,3
29,06:57:48,19:21:09,5
30,10:53:16,16:26:37,6
31,23:11:33,23:58:53,9
32,08:24:52,23:49:41,3
35,23:34:49,23:45:13,5
38,19:24:26,23:50:22,10
39,16:07:10,22:12:23,8
39,17:54:41,21:14:18,9
40,12:22:05,19:04:53,5
42,04:39:03,09:41:02,4
42,17:20:31,23:23:13,8
42,21:59:22,23:06:25,8
42,03:46:20,12:24:15,8
44,20:27:56,23:51:49,8
45,15:52:26,16:57:20,4
45,19:12:50,22:56:50,10
46,04:55:00,21:03:29,7
46,13:04:31,20:36:33,4
46,02:32:55,23:59:54,5
49,16:54:43,18:26:06,2
50,20:58:17,22:38:29,3
50,16:29:14,20:52:49,1
50,10:36:03,16:19:12,7
50,18:19:52,21:46:23,8
50,08:04:07,23:50:16,8
50,00:01:04,01:54:52,8
50,19:44:20,21:50:06,1
50,12:03:34,15:53:26,10
50,10:58:22,19:25:10,9
50,02:06:57,13:04:21,6
50,22:55:19,23:29:15,9
50,20:41:30,22:17:41,2
50,10:44:46,12:41:02,9
50,23:47:20,23:53:31,7
50,17:36:28,21:46:00,3
50,05:53:27,10:34:06,6
50,22:14:34,22:48:04,3
50,03:03:51,18:26:05,2
50,22:36:44,23:04:56,5
50,13:56:29,20:50:57,6
50,03:53:13,21:20:44,8
51,15:43:19,21:11:06,3
53,03:16:31,14:58:45,3
54,18:20:09,19:24:26,2
54,14:37:09,16:50:23,4
55,09:39:57,15:48:00,4
59,00:32:25,06:24:28,2
59,00:04:00,14:43:10,7
59,04:39:38,15:30:56,9
60,19:34:29,22:44:56,3
60,17:36:28,21:15:00,3
60,06:07:10,19:15:59,7
60,11:04:36,13:02:35,10
60,07:45:32,13:48:46,9
60,04:50:12,12:01:39,3
68,22:48:58,23:44:14,10
70,10:08:37,10:29:17,3
76,22:33:49,22:39:33,2
76,00:49:49,02:11:43,2
76,00:46:18,05:09:16,5
76,08:41:24,15:19:49,5
76,03:55:20,20:10:36,5
77,00:39:09,16:46:32,10
77,20:10:32,22:52:37,10
77,13:06:22,16:19:09,10
79,19:11:58,20:48:45,10
80,07:24:16,14:37:33,10
85,10:04:54,16:36:42,10
86,02:11:53,05:02:20,7
86,01:31:45,09:08:23,3
86,23:42:29,23:50:00,4
89,15:31:18,16:13:04,8
91,03:04:27,22:19:09,10
91,08:05:46,22:18:27,10
92,15:23:01,23:29:40,8
93,07:55:34,22:53:38,8
95,00:12:32,19:32:13,4
95,18:50:06,19:55:00,7
95,11:44:31,23:37:57,7
95,16:17:02,19:55:00,5
95,04:47:08,09:22:22,10
95,10:34:54,15:12:24,8
95,16:24:39,22:53:44,1
95,12:20:07,22:53:06,5
95,13:34:06,22:02:12,10
97,18:36:25,20:44:03,6
97,03:43:16,21:32:27,9
97,20:04:00,20:50:50,1
97,14:45:09,19:41:57,2
97,19:14:49,23:10:19,4
97,02:07:23,06:41:50,8
97,21:46:47,22:33:36,6
97,10:14:11,13:46:35,5
97,03:13:31,22:31:55,1
97,19:18:51,20:23:01,4
97,23:06:02,23:10:29,6
97,08:35:10,18:26:46,6
97,04:54:06,18:41:45,2
97,16:54:27,22:15:21,2
97,15:01:18,23:41:14,9
97,21:02:26,22:13:35,7
97,22:59:24,23:13:29,2
97,04:37:44,08:30:49,9
97,12:59:23,16:15:32,1
97,09:44:07,09:47:16,3
97,10:14:38,12:11:28,8
97,04:10:07,06:04:02,9
